id	pr_analyte_id	pr_analyte_num	pr_bset_id	pr_lua_id	pr_pool_id	pr_gene_id	pr_gene_symbol	pr_gene_title	pr_is_bing	pr_is_inf	pr_is_lmark	pr_model_id
218868_at	-666	-666	-666	-666	-666	57180	ACTR3B	ARP3 actin-related protein 3 homolog B (yeast)	-666	-666	N	mlr12k_epsilon5253_978
219623_at	-666	-666	-666	-666	-666	79913	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	-666	-666	N	mlr12k_epsilon5253_978
222147_s_at	-666	-666	-666	-666	-666	79913	ACTR5	ARP5 actin-related protein 5 homolog (yeast)	-666	-666	N	mlr12k_epsilon5253_978
218395_at	-666	-666	-666	-666	-666	64431	ACTR6	ARP6 actin-related protein 6 homolog (yeast)	-666	-666	N	mlr12k_epsilon5253_978
218658_s_at	-666	-666	-666	-666	-666	93973	ACTR8	ARP8 actin-related protein 8 homolog (yeast)	-666	-666	N	mlr12k_epsilon5253_978
203935_at	-666	-666	-666	-666	-666	90	ACVR1	"activin A receptor, type I"	-666	-666	N	mlr12k_epsilon5253_978
205209_at	-666	-666	-666	-666	-666	91	ACVR1B	"activin A receptor, type IB"	-666	-666	N	mlr12k_epsilon5253_978
208218_s_at	-666	-666	-666	-666	-666	91	ACVR1B	"activin A receptor, type IB"	-666	-666	N	mlr12k_epsilon5253_978
208219_at	-666	-666	-666	-666	-666	91	ACVR1B	"activin A receptor, type IB"	-666	-666	N	mlr12k_epsilon5253_978
208222_at	-666	-666	-666	-666	-666	91	ACVR1B	"activin A receptor, type IB"	-666	-666	N	mlr12k_epsilon5253_978
208223_s_at	-666	-666	-666	-666	-666	91	ACVR1B	"activin A receptor, type IB"	-666	-666	N	mlr12k_epsilon5253_978
213198_at	-666	-666	-666	-666	-666	91	ACVR1B	"activin A receptor, type IB"	-666	-666	N	mlr12k_epsilon5253_978
205327_s_at	-666	-666	-666	-666	-666	92	ACVR2A	"activin A receptor, type IIA"	-666	-666	N	mlr12k_epsilon5253_978
220028_at	-666	-666	-666	-666	-666	93	ACVR2B	"activin A receptor, type IIB"	-666	-666	N	mlr12k_epsilon5253_978
210838_s_at	-666	-666	-666	-666	-666	94	ACVRL1	activin A receptor type II-like 1	-666	-666	N	mlr12k_epsilon5253_978
205260_s_at	-666	-666	-666	-666	-666	97	ACYP1	"acylphosphatase 1, erythrocyte (common) type"	-666	-666	N	mlr12k_epsilon5253_978
206833_s_at	-666	-666	-666	-666	-666	98	ACYP2	"acylphosphatase 2, muscle type"	-666	-666	N	mlr12k_epsilon5253_978
204639_at	-666	-666	-666	-666	-666	100	ADA	adenosine deaminase	-666	-666	N	mlr12k_epsilon5253_978
216705_s_at	-666	-666	-666	-666	-666	100	ADA	adenosine deaminase	-666	-666	N	mlr12k_epsilon5253_978
202603_at	-666	-666	-666	-666	-666	102	ADAM10	ADAM metallopeptidase domain 10	-666	-666	N	mlr12k_epsilon5253_978
214895_s_at	-666	-666	-666	-666	-666	102	ADAM10	ADAM metallopeptidase domain 10	-666	-666	N	mlr12k_epsilon5253_978
207880_at	-666	-666	-666	-666	-666	4185	ADAM11	ADAM metallopeptidase domain 11	-666	-666	N	mlr12k_epsilon5253_978
202952_s_at	-666	-666	-666	-666	-666	8038	ADAM12	ADAM metallopeptidase domain 12	-666	-666	N	mlr12k_epsilon5253_978
204943_at	-666	-666	-666	-666	-666	8038	ADAM12	ADAM metallopeptidase domain 12	-666	-666	N	mlr12k_epsilon5253_978
213790_at	-666	-666	-666	-666	-666	8038	ADAM12	ADAM metallopeptidase domain 12	-666	-666	N	mlr12k_epsilon5253_978
215613_at	-666	-666	-666	-666	-666	8038	ADAM12	ADAM metallopeptidase domain 12	-666	-666	N	mlr12k_epsilon5253_978
217007_s_at	-666	-666	-666	-666	-666	8751	ADAM15	ADAM metallopeptidase domain 15	-666	-666	N	mlr12k_epsilon5253_978
205745_x_at	-666	-666	-666	-666	-666	6868	ADAM17	ADAM metallopeptidase domain 17	-666	-666	N	mlr12k_epsilon5253_978
205746_s_at	-666	-666	-666	-666	-666	6868	ADAM17	ADAM metallopeptidase domain 17	-666	-666	N	mlr12k_epsilon5253_978
213532_at	-666	-666	-666	-666	-666	6868	ADAM17	ADAM metallopeptidase domain 17	-666	-666	N	mlr12k_epsilon5253_978
207597_at	-666	-666	-666	-666	-666	8749	ADAM18	ADAM metallopeptidase domain 18	-666	-666	N	mlr12k_epsilon5253_978
209765_at	-666	-666	-666	-666	-666	8728	ADAM19	ADAM metallopeptidase domain 19	-666	-666	N	mlr12k_epsilon5253_978
221128_at	-666	-666	-666	-666	-666	8728	ADAM19	ADAM metallopeptidase domain 19	-666	-666	N	mlr12k_epsilon5253_978
207664_at	-666	-666	-666	-666	-666	2515	ADAM2	ADAM metallopeptidase domain 2	-666	-666	N	mlr12k_epsilon5253_978
207422_at	-666	-666	-666	-666	-666	8748	ADAM20	ADAM metallopeptidase domain 20	-666	-666	N	mlr12k_epsilon5253_978
207423_s_at	-666	-666	-666	-666	-666	8748	ADAM20	ADAM metallopeptidase domain 20	-666	-666	N	mlr12k_epsilon5253_978
206615_s_at	-666	-666	-666	-666	-666	53616	ADAM22	ADAM metallopeptidase domain 22	-666	-666	N	mlr12k_epsilon5253_978
206616_s_at	-666	-666	-666	-666	-666	53616	ADAM22	ADAM metallopeptidase domain 22	-666	-666	N	mlr12k_epsilon5253_978
208226_x_at	-666	-666	-666	-666	-666	53616	ADAM22	ADAM metallopeptidase domain 22	-666	-666	N	mlr12k_epsilon5253_978
208227_x_at	-666	-666	-666	-666	-666	53616	ADAM22	ADAM metallopeptidase domain 22	-666	-666	N	mlr12k_epsilon5253_978
208237_x_at	-666	-666	-666	-666	-666	53616	ADAM22	ADAM metallopeptidase domain 22	-666	-666	N	mlr12k_epsilon5253_978
213411_at	-666	-666	-666	-666	-666	53616	ADAM22	ADAM metallopeptidase domain 22	-666	-666	N	mlr12k_epsilon5253_978
206046_at	-666	-666	-666	-666	-666	8745	ADAM23	ADAM metallopeptidase domain 23	-666	-666	N	mlr12k_epsilon5253_978
213808_at	-666	-666	-666	-666	-666	8745	ADAM23	ADAM metallopeptidase domain 23	-666	-666	N	mlr12k_epsilon5253_978
205997_at	-666	-666	-666	-666	-666	10863	ADAM28	ADAM metallopeptidase domain 28	-666	-666	N	mlr12k_epsilon5253_978
208268_at	-666	-666	-666	-666	-666	10863	ADAM28	ADAM metallopeptidase domain 28	-666	-666	N	mlr12k_epsilon5253_978
208269_s_at	-666	-666	-666	-666	-666	10863	ADAM28	ADAM metallopeptidase domain 28	-666	-666	N	mlr12k_epsilon5253_978
221337_s_at	-666	-666	-666	-666	-666	11086	ADAM29	ADAM metallopeptidase domain 29	-666	-666	N	mlr12k_epsilon5253_978
221446_at	-666	-666	-666	-666	-666	11085	ADAM30	ADAM metallopeptidase domain 30	-666	-666	N	mlr12k_epsilon5253_978
216276_s_at	-666	-666	-666	-666	-666	1587	ADAM3A	ADAM metallopeptidase domain 3A	-666	-666	N	mlr12k_epsilon5253_978
216998_s_at	-666	-666	-666	-666	-666	255926	ADAM5P	"ADAM metallopeptidase domain 5, pseudogene"	-666	-666	N	mlr12k_epsilon5253_978
217003_s_at	-666	-666	-666	-666	-666	255926	ADAM5P	"ADAM metallopeptidase domain 5, pseudogene"	-666	-666	N	mlr12k_epsilon5253_978
211238_at	-666	-666	-666	-666	-666	8756	ADAM7	ADAM metallopeptidase domain 7	-666	-666	N	mlr12k_epsilon5253_978
211239_s_at	-666	-666	-666	-666	-666	8756	ADAM7	ADAM metallopeptidase domain 7	-666	-666	N	mlr12k_epsilon5253_978
205179_s_at	-666	-666	-666	-666	-666	101	ADAM8	ADAM metallopeptidase domain 8	-666	-666	N	mlr12k_epsilon5253_978
205180_s_at	-666	-666	-666	-666	-666	101	ADAM8	ADAM metallopeptidase domain 8	-666	-666	N	mlr12k_epsilon5253_978
202381_at	-666	-666	-666	-666	-666	8754	ADAM9	ADAM metallopeptidase domain 9	-666	-666	N	mlr12k_epsilon5253_978
206134_at	-666	-666	-666	-666	-666	27299	ADAMDEC1	"ADAM-like, decysin 1"	-666	-666	N	mlr12k_epsilon5253_978
222162_s_at	-666	-666	-666	-666	-666	9510	ADAMTS1	"ADAM metallopeptidase with thrombospondin type 1 motif, 1"	-666	-666	N	mlr12k_epsilon5253_978
221421_s_at	-666	-666	-666	-666	-666	81792	ADAMTS12	"ADAM metallopeptidase with thrombospondin type 1 motif, 12"	-666	-666	N	mlr12k_epsilon5253_978
220208_at	-666	-666	-666	-666	-666	11093	ADAMTS13	"ADAM metallopeptidase with thrombospondin type 1 motif, 13"	-666	-666	N	mlr12k_epsilon5253_978
214454_at	-666	-666	-666	-666	-666	9509	ADAMTS2	"ADAM metallopeptidase with thrombospondin type 1 motif, 2"	-666	-666	N	mlr12k_epsilon5253_978
214535_s_at	-666	-666	-666	-666	-666	9509	ADAMTS2	"ADAM metallopeptidase with thrombospondin type 1 motif, 2"	-666	-666	N	mlr12k_epsilon5253_978
220717_at	-666	-666	-666	-666	-666	80070	ADAMTS20	"ADAM metallopeptidase with thrombospondin type 1 motif, 20"	-666	-666	N	mlr12k_epsilon5253_978
214913_at	-666	-666	-666	-666	-666	9508	ADAMTS3	"ADAM metallopeptidase with thrombospondin type 1 motif, 3"	-666	-666	N	mlr12k_epsilon5253_978
219935_at	-666	-666	-666	-666	-666	11096	ADAMTS5	"ADAM metallopeptidase with thrombospondin type 1 motif, 5"	-666	-666	N	mlr12k_epsilon5253_978
220866_at	-666	-666	-666	-666	-666	11174	ADAMTS6	"ADAM metallopeptidase with thrombospondin type 1 motif, 6"	-666	-666	N	mlr12k_epsilon5253_978
220705_s_at	-666	-666	-666	-666	-666	11173	ADAMTS7	"ADAM metallopeptidase with thrombospondin type 1 motif, 7"	-666	-666	N	mlr12k_epsilon5253_978
220706_at	-666	-666	-666	-666	-666	11173	ADAMTS7	"ADAM metallopeptidase with thrombospondin type 1 motif, 7"	-666	-666	N	mlr12k_epsilon5253_978
220676_at	-666	-666	-666	-666	-666	11095	ADAMTS8	"ADAM metallopeptidase with thrombospondin type 1 motif, 8"	-666	-666	N	mlr12k_epsilon5253_978
220677_s_at	-666	-666	-666	-666	-666	11095	ADAMTS8	"ADAM metallopeptidase with thrombospondin type 1 motif, 8"	-666	-666	N	mlr12k_epsilon5253_978
220287_at	-666	-666	-666	-666	-666	56999	ADAMTS9	"ADAM metallopeptidase with thrombospondin type 1 motif, 9"	-666	-666	N	mlr12k_epsilon5253_978
206629_at	-666	-666	-666	-666	-666	9719	ADAMTSL2	ADAMTS-like 2	-666	-666	N	mlr12k_epsilon5253_978
213974_at	-666	-666	-666	-666	-666	57188	ADAMTSL3	ADAMTS-like 3	-666	-666	N	mlr12k_epsilon5253_978
220578_at	-666	-666	-666	-666	-666	54507	ADAMTSL4	ADAMTS-like 4	-666	-666	N	mlr12k_epsilon5253_978
219150_s_at	-666	-666	-666	-666	-666	11033	ADAP1	ArfGAP with dual PH domains 1	-666	-666	N	mlr12k_epsilon5253_978
90265_at	-666	-666	-666	-666	-666	11033	ADAP1	ArfGAP with dual PH domains 1	-666	-666	N	mlr12k_epsilon5253_978
219358_s_at	-666	-666	-666	-666	-666	55803	ADAP2	ArfGAP with dual PH domains 2	-666	-666	N	mlr12k_epsilon5253_978
201786_s_at	-666	-666	-666	-666	-666	103	ADAR	"adenosine deaminase, RNA-specific"	-666	-666	N	mlr12k_epsilon5253_978
203865_s_at	-666	-666	-666	-666	-666	104	ADARB1	"adenosine deaminase, RNA-specific, B1"	-666	-666	N	mlr12k_epsilon5253_978
207999_s_at	-666	-666	-666	-666	-666	104	ADARB1	"adenosine deaminase, RNA-specific, B1"	-666	-666	N	mlr12k_epsilon5253_978
209979_at	-666	-666	-666	-666	-666	104	ADARB1	"adenosine deaminase, RNA-specific, B1"	-666	-666	N	mlr12k_epsilon5253_978
220648_at	-666	-666	-666	-666	-666	105	ADARB2	"adenosine deaminase, RNA-specific, B2"	-666	-666	N	mlr12k_epsilon5253_978
221893_s_at	-666	-666	-666	-666	-666	90956	ADCK2	aarF domain containing kinase 2	-666	-666	N	mlr12k_epsilon5253_978
221894_at	-666	-666	-666	-666	-666	90956	ADCK2	aarF domain containing kinase 2	-666	-666	N	mlr12k_epsilon5253_978
222117_s_at	-666	-666	-666	-666	-666	90956	ADCK2	aarF domain containing kinase 2	-666	-666	N	mlr12k_epsilon5253_978
44120_at	-666	-666	-666	-666	-666	90956	ADCK2	aarF domain containing kinase 2	-666	-666	N	mlr12k_epsilon5253_978
220434_at	-666	-666	-666	-666	-666	79934	ADCK4	aarF domain containing kinase 4	-666	-666	N	mlr12k_epsilon5253_978
213245_at	-666	-666	-666	-666	-666	107	ADCY1	adenylate cyclase 1 (brain)	-666	-666	N	mlr12k_epsilon5253_978
215340_at	-666	-666	-666	-666	-666	107	ADCY1	adenylate cyclase 1 (brain)	-666	-666	N	mlr12k_epsilon5253_978
215348_at	-666	-666	-666	-666	-666	107	ADCY1	adenylate cyclase 1 (brain)	-666	-666	N	mlr12k_epsilon5253_978
214547_at	-666	-666	-666	-666	-666	55811	ADCY10	adenylate cyclase 10 (soluble)	-666	-666	N	mlr12k_epsilon5253_978
217305_s_at	-666	-666	-666	-666	-666	55811	ADCY10	adenylate cyclase 10 (soluble)	-666	-666	N	mlr12k_epsilon5253_978
213217_at	-666	-666	-666	-666	-666	108	ADCY2	adenylate cyclase 2 (brain)	-666	-666	N	mlr12k_epsilon5253_978
213219_at	-666	-666	-666	-666	-666	108	ADCY2	adenylate cyclase 2 (brain)	-666	-666	N	mlr12k_epsilon5253_978
217687_at	-666	-666	-666	-666	-666	108	ADCY2	adenylate cyclase 2 (brain)	-666	-666	N	mlr12k_epsilon5253_978
209320_at	-666	-666	-666	-666	-666	109	ADCY3	adenylate cyclase 3	-666	-666	N	mlr12k_epsilon5253_978
209321_s_at	-666	-666	-666	-666	-666	109	ADCY3	adenylate cyclase 3	-666	-666	N	mlr12k_epsilon5253_978
209195_s_at	-666	-666	-666	-666	-666	112	ADCY6	adenylate cyclase 6	-666	-666	N	mlr12k_epsilon5253_978
203741_s_at	-666	-666	-666	-666	-666	113	ADCY7	adenylate cyclase 7	-666	-666	N	mlr12k_epsilon5253_978
206811_at	-666	-666	-666	-666	-666	114	ADCY8	adenylate cyclase 8 (brain)	-666	-666	N	mlr12k_epsilon5253_978
204497_at	-666	-666	-666	-666	-666	115	ADCY9	adenylate cyclase 9	-666	-666	N	mlr12k_epsilon5253_978
204498_s_at	-666	-666	-666	-666	-666	115	ADCY9	adenylate cyclase 9	-666	-666	N	mlr12k_epsilon5253_978
215400_x_at	-666	-666	-666	-666	-666	115	ADCY9	adenylate cyclase 9	-666	-666	N	mlr12k_epsilon5253_978
206281_at	-666	-666	-666	-666	-666	116	ADCYAP1	adenylate cyclase activating polypeptide 1 (pituitary)	-666	-666	N	mlr12k_epsilon5253_978
207151_at	-666	-666	-666	-666	-666	117	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	-666	-666	N	mlr12k_epsilon5253_978
208030_s_at	-666	-666	-666	-666	-666	118	ADD1	adducin 1 (alpha)	-666	-666	N	mlr12k_epsilon5253_978
214726_x_at	-666	-666	-666	-666	-666	118	ADD1	adducin 1 (alpha)	-666	-666	N	mlr12k_epsilon5253_978
214736_s_at	-666	-666	-666	-666	-666	118	ADD1	adducin 1 (alpha)	-666	-666	N	mlr12k_epsilon5253_978
205268_s_at	-666	-666	-666	-666	-666	119	ADD2	adducin 2 (beta)	-666	-666	N	mlr12k_epsilon5253_978
206807_s_at	-666	-666	-666	-666	-666	119	ADD2	adducin 2 (beta)	-666	-666	N	mlr12k_epsilon5253_978
201034_at	-666	-666	-666	-666	-666	120	ADD3	adducin 3 (gamma)	-666	-666	N	mlr12k_epsilon5253_978
201752_s_at	-666	-666	-666	-666	-666	120	ADD3	adducin 3 (gamma)	-666	-666	N	mlr12k_epsilon5253_978
201753_s_at	-666	-666	-666	-666	-666	120	ADD3	adducin 3 (gamma)	-666	-666	N	mlr12k_epsilon5253_978
205882_x_at	-666	-666	-666	-666	-666	120	ADD3	adducin 3 (gamma)	-666	-666	N	mlr12k_epsilon5253_978
207820_at	-666	-666	-666	-666	-666	124	ADH1A	"alcohol dehydrogenase 1A (class I), alpha polypeptide"	-666	-666	N	mlr12k_epsilon5253_978
209612_s_at	-666	-666	-666	-666	-666	125	ADH1B	"alcohol dehydrogenase 1B (class I), beta polypeptide"	-666	-666	N	mlr12k_epsilon5253_978
209613_s_at	-666	-666	-666	-666	-666	125	ADH1B	"alcohol dehydrogenase 1B (class I), beta polypeptide"	-666	-666	N	mlr12k_epsilon5253_978
209614_at	-666	-666	-666	-666	-666	125	ADH1B	"alcohol dehydrogenase 1B (class I), beta polypeptide"	-666	-666	N	mlr12k_epsilon5253_978
206262_at	-666	-666	-666	-666	-666	126	ADH1C	"alcohol dehydrogenase 1C (class I), gamma polypeptide"	-666	-666	N	mlr12k_epsilon5253_978
208848_at	-666	-666	-666	-666	-666	128	ADH5	"alcohol dehydrogenase 5 (class III), chi polypeptide"	-666	-666	N	mlr12k_epsilon5253_978
207544_s_at	-666	-666	-666	-666	-666	130	ADH6	alcohol dehydrogenase 6 (class V)	-666	-666	N	mlr12k_epsilon5253_978
214261_s_at	-666	-666	-666	-666	-666	130	ADH6	alcohol dehydrogenase 6 (class V)	-666	-666	N	mlr12k_epsilon5253_978
210505_at	-666	-666	-666	-666	-666	131	ADH7	"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide"	-666	-666	N	mlr12k_epsilon5253_978
207175_at	-666	-666	-666	-666	-666	9370	ADIPOQ	"adiponectin, C1Q and collagen domain containing"	-666	-666	N	mlr12k_epsilon5253_978
217748_at	-666	-666	-666	-666	-666	51094	ADIPOR1	adiponectin receptor 1	-666	-666	N	mlr12k_epsilon5253_978
201346_at	-666	-666	-666	-666	-666	79602	ADIPOR2	adiponectin receptor 2	-666	-666	N	mlr12k_epsilon5253_978
204119_s_at	-666	-666	-666	-666	-666	132	ADK	adenosine kinase	-666	-666	N	mlr12k_epsilon5253_978
204120_s_at	-666	-666	-666	-666	-666	132	ADK	adenosine kinase	-666	-666	N	mlr12k_epsilon5253_978
202912_at	-666	-666	-666	-666	-666	133	ADM	adrenomedullin	-666	-666	N	mlr12k_epsilon5253_978
220538_at	-666	-666	-666	-666	-666	79924	ADM2	adrenomedullin 2	-666	-666	N	mlr12k_epsilon5253_978
201773_at	-666	-666	-666	-666	-666	23394	ADNP	activity-dependent neuroprotector homeobox	-666	-666	N	mlr12k_epsilon5253_978
203321_s_at	-666	-666	-666	-666	-666	22850	ADNP2	ADNP homeobox 2	-666	-666	N	mlr12k_epsilon5253_978
203322_at	-666	-666	-666	-666	-666	22850	ADNP2	ADNP homeobox 2	-666	-666	N	mlr12k_epsilon5253_978
212502_at	-666	-666	-666	-666	-666	84890	ADO	2-aminoethanethiol (cysteamine) dioxygenase	-666	-666	N	mlr12k_epsilon5253_978
205481_at	-666	-666	-666	-666	-666	134	ADORA1	adenosine A1 receptor	-666	-666	N	mlr12k_epsilon5253_978
216220_s_at	-666	-666	-666	-666	-666	134	ADORA1	adenosine A1 receptor	-666	-666	N	mlr12k_epsilon5253_978
205891_at	-666	-666	-666	-666	-666	136	ADORA2B	adenosine A2b receptor	-666	-666	N	mlr12k_epsilon5253_978
206171_at	-666	-666	-666	-666	-666	140	ADORA3	adenosine A3 receptor	-666	-666	N	mlr12k_epsilon5253_978
220980_s_at	-666	-666	-666	-666	-666	83440	ADPGK	ADP-dependent glucokinase	-666	-666	N	mlr12k_epsilon5253_978
207863_at	-666	-666	-666	-666	-666	141	ADPRH	ADP-ribosylarginine hydrolase	-666	-666	N	mlr12k_epsilon5253_978
211489_at	-666	-666	-666	-666	-666	148	ADRA1A	"adrenergic, alpha-1A-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
211490_at	-666	-666	-666	-666	-666	148	ADRA1A	"adrenergic, alpha-1A-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
211491_at	-666	-666	-666	-666	-666	148	ADRA1A	"adrenergic, alpha-1A-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
211492_s_at	-666	-666	-666	-666	-666	148	ADRA1A	"adrenergic, alpha-1A-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
207589_at	-666	-666	-666	-666	-666	147	ADRA1B	"adrenergic, alpha-1B-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
210960_at	-666	-666	-666	-666	-666	146	ADRA1D	"adrenergic, alpha-1D-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
210961_s_at	-666	-666	-666	-666	-666	146	ADRA1D	"adrenergic, alpha-1D-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
209869_at	-666	-666	-666	-666	-666	150	ADRA2A	"adrenergic, alpha-2A-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
208544_at	-666	-666	-666	-666	-666	151	ADRA2B	"adrenergic, alpha-2B-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
206128_at	-666	-666	-666	-666	-666	152	ADRA2C	"adrenergic, alpha-2C-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
208214_at	-666	-666	-666	-666	-666	153	ADRB1	"adrenergic, beta-1-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
206812_at	-666	-666	-666	-666	-666	155	ADRB3	"adrenergic, beta-3-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
217303_s_at	-666	-666	-666	-666	-666	155	ADRB3	"adrenergic, beta-3-, receptor"	-666	-666	N	mlr12k_epsilon5253_978
201401_s_at	-666	-666	-666	-666	-666	156	ADRBK1	"adrenergic, beta, receptor kinase 1"	-666	-666	N	mlr12k_epsilon5253_978
201402_at	-666	-666	-666	-666	-666	156	ADRBK1	"adrenergic, beta, receptor kinase 1"	-666	-666	N	mlr12k_epsilon5253_978
38447_at	-666	-666	-666	-666	-666	156	ADRBK1	"adrenergic, beta, receptor kinase 1"	-666	-666	N	mlr12k_epsilon5253_978
204183_s_at	-666	-666	-666	-666	-666	157	ADRBK2	"adrenergic, beta, receptor kinase 2"	-666	-666	N	mlr12k_epsilon5253_978
204184_s_at	-666	-666	-666	-666	-666	157	ADRBK2	"adrenergic, beta, receptor kinase 2"	-666	-666	N	mlr12k_epsilon5253_978
201281_at	-666	-666	-666	-666	-666	11047	ADRM1	adhesion regulating molecule 1	-666	-666	N	mlr12k_epsilon5253_978
202144_s_at	-666	-666	-666	-666	-666	158	ADSL	adenylosuccinate lyase	-666	-666	N	mlr12k_epsilon5253_978
210250_x_at	-666	-666	-666	-666	-666	158	ADSL	adenylosuccinate lyase	-666	-666	N	mlr12k_epsilon5253_978
221761_at	-666	-666	-666	-666	-666	159	ADSS	adenylosuccinate synthase	-666	-666	N	mlr12k_epsilon5253_978
201792_at	-666	-666	-666	-666	-666	165	AEBP1	AE binding protein 1	-666	-666	N	mlr12k_epsilon5253_978
219361_s_at	-666	-666	-666	-666	-666	64782	AEN	apoptosis enhancing nuclease	-666	-666	N	mlr12k_epsilon5253_978
217729_s_at	-666	-666	-666	-666	-666	166	AES	amino-terminal enhancer of split	-666	-666	N	mlr12k_epsilon5253_978
203563_at	-666	-666	-666	-666	-666	60312	AFAP1	actin filament associated protein 1	-666	-666	N	mlr12k_epsilon5253_978
201924_at	-666	-666	-666	-666	-666	4299	AFF1	"AF4/FMR2 family, member 1"	-666	-666	N	mlr12k_epsilon5253_978
211826_s_at	-666	-666	-666	-666	-666	4299	AFF1	"AF4/FMR2 family, member 1"	-666	-666	N	mlr12k_epsilon5253_978
215451_s_at	-666	-666	-666	-666	-666	4299	AFF1	"AF4/FMR2 family, member 1"	-666	-666	N	mlr12k_epsilon5253_978
206105_at	-666	-666	-666	-666	-666	2334	AFF2	"AF4/FMR2 family, member 2"	-666	-666	N	mlr12k_epsilon5253_978
210957_s_at	-666	-666	-666	-666	-666	2334	AFF2	"AF4/FMR2 family, member 2"	-666	-666	N	mlr12k_epsilon5253_978
216364_s_at	-666	-666	-666	-666	-666	2334	AFF2	"AF4/FMR2 family, member 2"	-666	-666	N	mlr12k_epsilon5253_978
205734_s_at	-666	-666	-666	-666	-666	3899	AFF3	"AF4/FMR2 family, member 3"	-666	-666	N	mlr12k_epsilon5253_978
205735_s_at	-666	-666	-666	-666	-666	3899	AFF3	"AF4/FMR2 family, member 3"	-666	-666	N	mlr12k_epsilon5253_978
219199_at	-666	-666	-666	-666	-666	27125	AFF4	"AF4/FMR2 family, member 4"	-666	-666	N	mlr12k_epsilon5253_978
202486_at	-666	-666	-666	-666	-666	10939	AFG3L2	AFG3 ATPase family gene 3-like 2 (S. cerevisiae)	-666	-666	N	mlr12k_epsilon5253_978
206840_at	-666	-666	-666	-666	-666	173	AFM	afamin	-666	-666	N	mlr12k_epsilon5253_978
204694_at	-666	-666	-666	-666	-666	174	AFP	alpha-fetoprotein	-666	-666	N	mlr12k_epsilon5253_978
217939_s_at	-666	-666	-666	-666	-666	54812	AFTPH	aftiphilin	-666	-666	N	mlr12k_epsilon5253_978
204332_s_at	-666	-666	-666	-666	-666	175	AGA	aspartylglucosaminidase	-666	-666	N	mlr12k_epsilon5253_978
204333_s_at	-666	-666	-666	-666	-666	175	AGA	aspartylglucosaminidase	-666	-666	N	mlr12k_epsilon5253_978
216064_s_at	-666	-666	-666	-666	-666	175	AGA	aspartylglucosaminidase	-666	-666	N	mlr12k_epsilon5253_978
204066_s_at	-666	-666	-666	-666	-666	116987	AGAP1	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 1"	-666	-666	N	mlr12k_epsilon5253_978
206152_at	-666	-666	-666	-666	-666	116986	AGAP2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"	-666	-666	N	mlr12k_epsilon5253_978
215080_s_at	-666	-666	-666	-666	-666	116986	AGAP2	"ArfGAP with GTPase domain, ankyrin repeat and PH domain 2"	-666	-666	N	mlr12k_epsilon5253_978
220390_at	-666	-666	-666	-666	-666	79841	AGBL2	ATP/GTP binding protein-like 2	-666	-666	N	mlr12k_epsilon5253_978
220649_at	-666	-666	-666	-666	-666	340351	AGBL3	ATP/GTP binding protein-like 3	-666	-666	N	mlr12k_epsilon5253_978
218480_at	-666	-666	-666	-666	-666	60509	AGBL5	ATP/GTP binding protein-like 5	-666	-666	N	mlr12k_epsilon5253_978
210081_at	-666	-666	-666	-666	-666	177	AGER	advanced glycosylation end product-specific receptor	-666	-666	N	mlr12k_epsilon5253_978
217046_s_at	-666	-666	-666	-666	-666	177	AGER	advanced glycosylation end product-specific receptor	-666	-666	N	mlr12k_epsilon5253_978
213926_s_at	-666	-666	-666	-666	-666	3267	AGFG1	ArfGAP with FG repeats 1	-666	-666	N	mlr12k_epsilon5253_978
213928_s_at	-666	-666	-666	-666	-666	3267	AGFG1	ArfGAP with FG repeats 1	-666	-666	N	mlr12k_epsilon5253_978
218091_at	-666	-666	-666	-666	-666	3267	AGFG1	ArfGAP with FG repeats 1	-666	-666	N	mlr12k_epsilon5253_978
218092_s_at	-666	-666	-666	-666	-666	3267	AGFG1	ArfGAP with FG repeats 1	-666	-666	N	mlr12k_epsilon5253_978
206820_at	-666	-666	-666	-666	-666	3268	AGFG2	ArfGAP with FG repeats 2	-666	-666	N	mlr12k_epsilon5253_978
206821_x_at	-666	-666	-666	-666	-666	3268	AGFG2	ArfGAP with FG repeats 2	-666	-666	N	mlr12k_epsilon5253_978
217450_at	-666	-666	-666	-666	-666	3268	AGFG2	ArfGAP with FG repeats 2	-666	-666	N	mlr12k_epsilon5253_978
222126_at	-666	-666	-666	-666	-666	3268	AGFG2	ArfGAP with FG repeats 2	-666	-666	N	mlr12k_epsilon5253_978
